#"Progress (%)","Step","Potential Energy (kJ/mole)","Temperature (K)"
58.9%,58900,581.1583251953125,279.12566896536197
59.0%,58950,558.4290771484375,272.2117064469764
59.0%,59000,552.0531005859375,261.80986086238426
59.0%,59050,564.730224609375,269.3138726463302
59.1%,59100,533.861328125,290.7329364272325
59.1%,59150,557.5328369140625,277.0343463038382
59.2%,59200,556.359619140625,298.28488525518
59.2%,59250,561.4846801757812,270.8604196297447
59.3%,59300,542.8922729492188,279.16994636822824
59.4%,59350,530.6484985351562,309.47757844525955
59.4%,59400,561.231689453125,297.4310194029767
59.5%,59450,573.326904296875,290.5593362910001
59.5%,59500,588.436767578125,268.67539385309476
59.5%,59550,567.4857177734375,275.5576516652086
59.6%,59600,572.9076538085938,273.90202314182494
59.6%,59650,545.3873291015625,317.4555873136618
59.7%,59700,561.6292724609375,303.06767584843954
59.8%,59750,556.1423950195312,314.52251979535566
59.8%,59800,544.3900756835938,326.0441261047771
59.9%,59850,558.8050537109375,327.01120998136594
59.9%,59900,617.86328125,288.3853967229268
60.0%,59950,593.1287841796875,311.558850136434
60.0%,60000,594.9713134765625,281.84107109264426
60.0%,60050,570.36083984375,282.16176276283807
60.1%,60100,582.5208129882812,278.2261637200114
60.1%,60150,567.703125,288.0866170718209
60.2%,60200,600.1748046875,276.3660880967662
60.2%,60250,560.3731079101562,281.911777645015
60.3%,60300,561.1593017578125,297.5751668654248
60.4%,60350,571.1741943359375,297.0070782949898
60.4%,60400,620.7483520507812,282.65348277082745
60.5%,60450,596.2218017578125,316.05484242059924
60.5%,60500,612.292724609375,309.01018877769366
60.5%,60550,608.583740234375,319.57923756085194
60.6%,60600,596.6109619140625,295.36426007308455
60.6%,60650,595.6000366210938,341.5058193155451
60.7%,60700,638.377685546875,302.0256538672406
60.8%,60750,654.052001953125,265.7404215786193
60.8%,60800,641.0604248046875,294.9668323198932
60.9%,60850,611.6837158203125,300.65322754715976
60.9%,60900,646.4542236328125,282.4345409062919
61.0%,60950,636.714599609375,307.3854085329175
61.0%,61000,657.3558349609375,306.60375284832594
61.0%,61050,638.0098266601562,308.0301662269619
61.1%,61100,590.500244140625,366.33565254466623
61.1%,61150,579.7078247070312,328.27967968995796
61.2%,61200,615.760009765625,290.28494826057926
61.2%,61250,606.2933349609375,298.23743737981965
61.3%,61300,583.2623291015625,289.1240627027357
61.4%,61350,547.0900268554688,300.5374216915684
61.4%,61400,573.6533813476562,301.61041991466084
61.5%,61450,601.750244140625,284.7953248492896
61.5%,61500,595.88037109375,309.87075520406626
61.5%,61550,578.864990234375,311.6047052680522
61.6%,61600,610.847900390625,290.956507090506
61.6%,61650,581.0503540039062,323.59276699712206
61.7%,61700,599.4301147460938,304.9847374608062
61.8%,61750,594.6397705078125,302.9608084861142
61.8%,61800,588.5670166015625,291.3652008787826
61.9%,61850,592.7396850585938,306.7367563611597
61.9%,61900,605.2307739257812,291.6862755152325
62.0%,61950,597.4573974609375,303.4731847926363
62.0%,62000,572.2520751953125,317.2449724799241
62.0%,62050,592.4239501953125,287.1403086915835
62.1%,62100,643.16015625,253.93916534285043
62.1%,62150,548.574462890625,290.04861123934285
62.2%,62200,592.9395141601562,293.2547938429474
62.2%,62250,556.2262573242188,318.37686244908446
62.3%,62300,600.9473876953125,276.95960566901687
62.4%,62350,556.2410888671875,295.9071642566946
62.4%,62400,558.5751342773438,281.94646297083256
62.5%,62450,583.3358154296875,283.3108207676389
62.5%,62500,547.774169921875,318.92695125744024
62.5%,62550,605.314697265625,281.8489569060919
62.6%,62600,633.071044921875,275.06557949036136
62.6%,62650,574.2177124023438,310.70910963008464
62.7%,62700,566.5966796875,306.60128101025197
62.8%,62750,568.2445678710938,323.57456013219127
62.8%,62800,623.3380126953125,284.74504484010055
62.9%,62850,586.3688354492188,303.28123377758266
62.9%,62900,589.5317993164062,277.9238519665095
63.0%,62950,588.9598388671875,300.6574333175545
63.0%,63000,578.705810546875,305.2777071495122
63.0%,63050,630.788330078125,298.6179836356535
63.1%,63100,617.259521484375,274.54614421362487
63.1%,63150,593.2197875976562,297.5156109887441
63.2%,63200,551.5983276367188,344.03702294384686
63.2%,63250,621.406494140625,319.54563878158973
63.3%,63300,626.4071655273438,307.919582754604
63.4%,63350,608.2977294921875,309.52222199719307
63.4%,63400,603.7661743164062,316.7092420985323
63.5%,63450,626.4385986328125,323.4112156502261
63.5%,63500,632.3064575195312,339.70253077547426
63.5%,63550,635.9706420898438,317.55043138934735
63.6%,63600,618.260498046875,328.913244235626
63.6%,63650,622.91943359375,311.73936281405736
63.7%,63700,609.3741455078125,314.08859891754236
63.8%,63750,568.7037353515625,345.0487472940296
63.8%,63800,636.536376953125,330.17906838030865
63.9%,63850,618.4300537109375,327.8347578069693
63.9%,63900,577.1835327148438,345.9034585931856
64.0%,63950,612.5062255859375,295.23094122412346
64.0%,64000,585.7623291015625,292.9232993101078
64.0%,64050,595.54150390625,275.0936362661234
64.1%,64100,551.0693359375,294.2842095025083
64.2%,64150,548.5603637695312,326.1712847763624
64.2%,64200,560.9258422851562,294.4212228071126
64.2%,64250,556.3070068359375,320.15023640173723
64.3%,64300,568.8696899414062,295.71602065139655
64.3%,64350,605.7684326171875,282.4345694054365
64.4%,64400,591.979736328125,302.6883414596555
64.5%,64450,583.751953125,340.92852646685077
64.5%,64500,591.0816040039062,318.52461868172145
64.5%,64550,591.190185546875,335.6511760189221
64.6%,64600,646.6798095703125,315.517001033614
64.7%,64650,615.8826904296875,321.1311039125345
64.7%,64700,613.2543334960938,331.5425688118474
64.8%,64750,579.199462890625,339.5697813493429
64.8%,64800,574.5817260742188,328.9604385203387
64.8%,64850,581.3336181640625,316.17821300387664
64.9%,64900,561.8460693359375,319.1062466994215
65.0%,64950,586.1288452148438,304.79959616313124
65.0%,65000,632.38623046875,282.4967874251893
65.0%,65050,584.4676513671875,314.02063254085385
65.1%,65100,600.66650390625,273.9171623216032
65.2%,65150,557.4276123046875,306.9517790385886
65.2%,65200,595.0930786132812,280.0466960467478
65.2%,65250,605.778564453125,271.01174072905945
65.3%,65300,566.1029052734375,296.66337333886196
65.3%,65350,593.6068725585938,295.86743128859086
65.4%,65400,608.8561401367188,300.6117712947436
65.5%,65450,612.1495361328125,308.1434681259354
65.5%,65500,628.7725219726562,291.2654646259648
65.5%,65550,569.8919677734375,309.64483026102346
65.6%,65600,577.1834106445312,309.6323833263054
65.7%,65650,595.78076171875,315.305165035134
65.7%,65700,621.3074340820312,319.59507181999135
65.8%,65750,602.8626708984375,319.1587549464725
65.8%,65800,605.40380859375,332.4239654671107
65.8%,65850,565.119873046875,361.42638633352226
65.9%,65900,583.0418701171875,321.6888004936592
66.0%,65950,609.57421875,289.12652934556974
66.0%,66000,601.0504760742188,307.35604376749967
66.0%,66050,585.383544921875,319.0421455972242
66.1%,66100,556.2986450195312,345.09668987597547
66.2%,66150,584.2465209960938,317.7266951208121
66.2%,66200,543.9953002929688,330.1580718502351
66.2%,66250,616.2550048828125,298.6289947906154
66.3%,66300,606.653076171875,337.39739392186493
66.3%,66350,637.3644409179688,305.6721042002983
66.4%,66400,646.1438598632812,308.20596331493755
66.5%,66450,655.754638671875,322.27145596206066
66.5%,66500,682.1373901367188,330.2025173376477
66.5%,66550,684.2880859375,324.9148031868631
66.6%,66600,685.0564575195312,301.7843930307143
66.7%,66650,680.7373657226562,335.7445433023263
66.7%,66700,601.3447265625,380.70078900224587
66.8%,66750,606.8792724609375,365.146968907605
66.8%,66800,715.910400390625,285.4872117728685
66.8%,66850,642.42138671875,347.6042950897805
66.9%,66900,621.0653076171875,334.56482131141917
67.0%,66950,685.0855712890625,288.35003273689307
67.0%,67000,595.9569091796875,348.5011767709824
67.0%,67050,636.5654296875,313.4955555776182
67.1%,67100,662.3089599609375,306.1554588442601
67.2%,67150,633.9039306640625,312.7613550198537
67.2%,67200,627.201416015625,322.15086052499066
67.2%,67250,611.3826904296875,311.66227265999186
67.3%,67300,629.91259765625,283.98450528011176
67.3%,67350,606.2698364257812,291.670227740534
67.4%,67400,568.1618041992188,287.1280197723008
67.5%,67450,567.692626953125,287.5594062944753
67.5%,67500,579.6005249023438,311.84431308218535
67.5%,67550,606.9495239257812,304.9789153090613
67.6%,67600,625.45458984375,281.44514378234396
67.7%,67650,586.5302124023438,293.79222091955126
67.7%,67700,600.1033935546875,284.6490224824043
67.8%,67750,604.6375122070312,290.7207803712765
67.8%,67800,604.719482421875,296.5865757264086
67.8%,67850,596.5968017578125,278.1264961094343
67.9%,67900,585.8104248046875,300.00500283290063
68.0%,67950,559.530029296875,308.75541483964264
68.0%,68000,540.227783203125,313.74158562570875
68.0%,68050,595.38427734375,285.77490038019755
68.1%,68100,595.7925415039062,319.12251889221545
68.2%,68150,617.6945190429688,321.3173931128681
68.2%,68200,575.206787109375,347.441217239902
68.2%,68250,625.7597045898438,304.170511075723
68.3%,68300,606.8702392578125,328.6357714008304
68.3%,68350,619.4359741210938,306.0555945036426
68.4%,68400,591.3707885742188,338.5484961602249
68.5%,68450,618.9354248046875,326.93288361223085
68.5%,68500,659.3851318359375,323.6690503861697
68.5%,68550,637.859619140625,328.4745266758841
68.6%,68600,666.2523193359375,316.08281301218506
68.7%,68650,617.33740234375,340.777021435241
68.7%,68700,621.79736328125,313.95732446482504
68.8%,68750,621.9776611328125,318.2191067651161
68.8%,68800,628.590087890625,306.81828935211087
68.8%,68850,610.584716796875,325.349201168653
68.9%,68900,629.7951049804688,325.44517410756305
69.0%,68950,616.3563842773438,307.74967228548644
69.0%,69000,620.8126220703125,280.84158424473765
69.0%,69050,644.1150512695312,276.26207457466467
69.1%,69100,611.4674072265625,271.76174551731674
69.2%,69150,571.8930053710938,283.28391046771145
69.2%,69200,536.3648071289062,323.3936569554805
69.2%,69250,567.1190185546875,294.0704210772658
69.3%,69300,565.3418579101562,306.3644720889464
69.3%,69350,604.7022705078125,275.4733644956969
69.4%,69400,545.25927734375,302.1858137338178
69.5%,69450,551.777099609375,307.712361227281
69.5%,69500,570.658203125,316.28911566345334
69.5%,69550,584.5744018554688,291.58147994017327
69.6%,69600,598.5958251953125,308.9565322974475
69.7%,69650,583.587158203125,298.7413443311732
69.7%,69700,621.6143798828125,283.5956514309581
69.8%,69750,588.047119140625,306.67702806945476
69.8%,69800,621.4630126953125,324.88083795650033
69.8%,69850,615.68115234375,295.0496473122994
69.9%,69900,642.51220703125,311.61666671920244
70.0%,69950,619.3290405273438,306.0266907837628
70.0%,70000,598.2001342773438,322.32709622402894
70.0%,70050,583.5839233398438,320.38735541859177
70.1%,70100,587.5191650390625,319.7724226580732
70.2%,70150,572.8942260742188,310.38473524954355
70.2%,70200,596.9112548828125,307.24287956771974
70.2%,70250,609.4818115234375,294.1826282954531
70.3%,70300,652.0221557617188,254.98644227587653
70.3%,70350,614.4065551757812,282.39998684829163
70.4%,70400,602.2521362304688,289.80692277429904
70.5%,70450,558.8235473632812,308.90692802948587
70.5%,70500,655.2907104492188,262.0061807588301
70.5%,70550,591.8988037109375,267.7860874010709
70.6%,70600,531.914794921875,320.80559906592543
70.7%,70650,592.6345825195312,291.12444296974894
70.7%,70700,611.951171875,265.75384296885807
70.8%,70750,551.302734375,292.4612276534936
70.8%,70800,547.7705078125,302.3446321670491
70.8%,70850,539.6587524414062,308.5202170867788
70.9%,70900,567.574951171875,275.01101638724583
71.0%,70950,587.079833984375,274.7543696637199
71.0%,71000,569.7972412109375,310.72832054446815
71.0%,71050,584.5459594726562,283.8401899351396
71.1%,71100,616.292724609375,250.81655931568463
71.2%,71150,609.5979614257812,260.31759147858315
71.2%,71200,552.7418823242188,298.9797165409708
71.2%,71250,595.2252197265625,293.2316809473558
71.3%,71300,604.8460693359375,283.2182899685318
71.3%,71350,599.2263793945312,300.2077573593383
71.4%,71400,577.9786987304688,302.576646911369
71.5%,71450,554.8583984375,308.12924938371754
71.5%,71500,559.8472900390625,321.3980009617398
71.5%,71550,612.6343994140625,258.46116514933135
71.6%,71600,541.9535522460938,321.279626172361
71.7%,71650,574.8927001953125,270.9031558252221
71.7%,71700,558.91455078125,258.61737016820064
71.8%,71750,570.25244140625,260.2052200556109
71.8%,71800,569.55810546875,256.29015167012045
71.8%,71850,537.8531494140625,276.8601604949831
71.9%,71900,583.4260864257812,267.0911818417515
72.0%,71950,546.1737060546875,299.20764862414643
72.0%,72000,548.7266235351562,273.64975366394737
72.0%,72050,575.7579345703125,286.4008970841694
72.1%,72100,537.0349731445312,292.1616816951673
72.2%,72150,565.5352172851562,276.61040874557636
72.2%,72200,591.9117431640625,272.4216003024952
72.2%,72250,575.7817993164062,267.86591973904007
72.3%,72300,577.5018920898438,271.49071085557057
72.3%,72350,546.4634399414062,298.58971617531137
72.4%,72400,628.0979614257812,254.48940838555768
72.5%,72450,588.8903198242188,291.71006598692065
72.5%,72500,574.5213623046875,297.0256101477795
72.5%,72550,603.9818115234375,274.25962922112484
72.6%,72600,611.545654296875,295.431301815083
72.7%,72650,567.477783203125,322.78230753434474
72.7%,72700,622.9036865234375,301.02740682013257
72.8%,72750,608.9180297851562,285.45408489100834
72.8%,72800,557.6212158203125,308.2066619683597
72.8%,72850,577.5903930664062,277.7274138296838
72.9%,72900,526.3787841796875,308.1542903520512
73.0%,72950,578.3272705078125,253.91394409462487
73.0%,73000,527.1323852539062,278.161989711103
73.0%,73050,578.54296875,244.34767442647265
73.1%,73100,580.9120483398438,247.3931859944313
73.2%,73150,563.4119873046875,263.9718235342698
73.2%,73200,590.8516235351562,269.05694697402527
73.2%,73250,544.2471923828125,299.35218527887116
73.3%,73300,614.9928588867188,262.06580598582957
73.3%,73350,594.9305419921875,264.03091168334186
73.4%,73400,576.5922241210938,285.22272035976573
73.5%,73450,557.507568359375,276.0745212401809
73.5%,73500,602.9655151367188,249.57697724786493
73.5%,73550,592.376220703125,275.22223916273003
73.6%,73600,570.2183227539062,317.44466485381975
73.7%,73650,605.51513671875,297.2168490702614
73.7%,73700,618.5255737304688,301.4933385159937
73.8%,73750,625.888671875,302.379652076451
73.8%,73800,600.3594970703125,320.08252899228955
73.8%,73850,640.623046875,294.35319861071093
73.9%,73900,595.635498046875,296.4501805086702
74.0%,73950,587.4010009765625,309.6138067405799
74.0%,74000,588.3416748046875,281.1114067474018
74.0%,74050,555.6541748046875,328.86606887300115
74.1%,74100,631.5511474609375,294.09349204956493
74.2%,74150,634.9397583007812,328.3883662863494
74.2%,74200,649.1307373046875,298.84642046785615
74.2%,74250,635.1368408203125,302.29325323127205
74.3%,74300,623.228759765625,320.86436707300663
74.3%,74350,615.4138793945312,333.18898492407436
74.4%,74400,593.2843627929688,315.1219758408526
74.5%,74450,601.688232421875,322.3276107661365
74.5%,74500,580.906494140625,319.1167093525289
74.5%,74550,602.3701782226562,313.47020482577
74.6%,74600,609.210205078125,320.85587785898025
74.7%,74650,569.9593505859375,328.51268684377953
74.7%,74700,582.55615234375,330.35855262178853
74.8%,74750,578.4623413085938,313.8148590759755
74.8%,74800,591.37109375,292.826162357428
74.8%,74850,610.5421142578125,302.0966006954564
74.9%,74900,611.1748657226562,301.66154850548173
75.0%,74950,597.7659912109375,326.4538529590413
75.0%,75000,650.2718505859375,295.1656526869056
75.0%,75050,608.6392822265625,330.24717783678454
75.1%,75100,636.6456298828125,305.2042273191403
75.2%,75150,625.2117919921875,306.1227390443171
75.2%,75200,636.512939453125,309.86123321475094
75.2%,75250,620.5188598632812,300.3784816475854
75.3%,75300,615.10791015625,307.3157412552196
75.3%,75350,655.5982666015625,290.9475380635375
75.4%,75400,633.92333984375,337.3890328666461
75.5%,75450,678.3958740234375,270.8841479172381
75.5%,75500,624.1533203125,309.8723826316353
75.5%,75550,662.9269409179688,282.75985063937236
75.6%,75600,619.033935546875,324.56216499438244
75.7%,75650,591.871337890625,324.02737502075445
75.7%,75700,609.49951171875,336.2451964986631
75.8%,75750,646.1651611328125,301.5318579982023
75.8%,75800,599.9266357421875,318.42274398094906
75.8%,75850,620.985595703125,298.80412054585014
75.9%,75900,656.3908081054688,298.25119801282347
76.0%,75950,627.0874633789062,331.2312718209217
76.0%,76000,659.12646484375,307.22680173470457
76.0%,76050,544.2293701171875,370.7804654380721
76.1%,76100,592.5257568359375,306.69425969344496
76.2%,76150,642.2882080078125,285.52525371971956
76.2%,76200,613.52587890625,301.88302194134883
76.2%,76250,609.9671630859375,309.76843125772444
76.3%,76300,625.7001953125,297.8791376533166
76.3%,76350,611.5709228515625,344.8207203417195
76.4%,76400,622.8992919921875,317.63246345803304
76.5%,76450,592.082763671875,345.5310055486834
76.5%,76500,671.2046508789062,290.4818097634522
76.5%,76550,652.4849853515625,306.7705854431667
76.6%,76600,624.1887817382812,308.14410723912135
76.7%,76650,623.2792358398438,329.1508524851288
76.7%,76700,635.5659790039062,303.661365954394
76.8%,76750,635.7205810546875,273.08133072595183
76.8%,76800,596.809814453125,275.5769221294961
76.8%,76850,591.3880615234375,262.6997875175075
76.9%,76900,575.0758666992188,278.8375825754752
77.0%,76950,569.2221069335938,314.17386277882144
77.0%,77000,638.4976196289062,293.19428635059944
77.0%,77050,627.180908203125,286.47153084050774
77.1%,77100,589.1683349609375,300.4399672345221
77.2%,77150,573.1491088867188,307.66365948023616
77.2%,77200,579.9913330078125,298.40906783738603
77.2%,77250,591.4337158203125,300.1956237191889
77.3%,77300,635.3558349609375,265.3345638045996
77.3%,77350,618.1761474609375,276.7808888975523
77.4%,77400,590.9337158203125,313.0176335374188
77.5%,77450,585.5826416015625,321.8970333485712
77.5%,77500,601.9151000976562,317.645058417084
77.5%,77550,597.0421142578125,333.9101103578069
77.6%,77600,633.8060913085938,306.99028892240483
77.7%,77650,657.0690307617188,302.29437636319756
77.7%,77700,665.7648315429688,304.30527537484056
77.8%,77750,657.967041015625,315.3399748840246
77.8%,77800,596.6458740234375,321.87979008329654
77.8%,77850,636.87060546875,307.6309527167316
77.9%,77900,641.7254638671875,293.99654947299916
78.0%,77950,636.8511962890625,311.0181966064925
78.0%,78000,607.588134765625,323.9999112064193
78.0%,78050,644.2698364257812,271.0980386057643
78.1%,78100,647.1820068359375,303.5426314546583
78.2%,78150,566.6566162109375,356.65235511209806
78.2%,78200,610.1124877929688,313.0531920849202
78.2%,78250,588.3634033203125,317.7373718082025
78.3%,78300,576.53759765625,320.81603000620026
78.3%,78350,590.6961669921875,321.7988769994121
78.4%,78400,649.29736328125,305.6351392642836
78.5%,78450,642.8778686523438,326.877365049024
78.5%,78500,656.9732666015625,344.0576536042173
78.5%,78550,637.1115112304688,307.48923077524677
78.6%,78600,624.150146484375,349.6985691809626
78.7%,78650,646.0219116210938,355.98994690251004
78.7%,78700,677.1364135742188,298.9530525482206
78.8%,78750,672.3533935546875,276.55826285584095
78.8%,78800,573.89697265625,347.9353999676259
78.8%,78850,570.116455078125,320.78279601252154
78.9%,78900,611.1692504882812,277.2364691952485
79.0%,78950,567.682861328125,291.03384118082056
79.0%,79000,582.237060546875,261.8796577872207
79.0%,79050,570.3079223632812,294.3983461695895
79.1%,79100,640.40771484375,261.0913186376809
79.2%,79150,600.8643798828125,272.45488676463
79.2%,79200,590.3244018554688,303.0628580341791
79.2%,79250,667.4573974609375,269.4633970940706
79.3%,79300,590.157958984375,358.5874831338978
79.3%,79350,654.1964721679688,300.6331827390985
79.4%,79400,617.0814819335938,322.780153152632
79.5%,79450,618.8209228515625,320.63175331059153
79.5%,79500,594.8055419921875,339.8633546486508
79.5%,79550,579.610595703125,328.51969654655784
79.6%,79600,602.10986328125,323.27325313155296
79.7%,79650,586.5618286132812,312.930184637711
79.7%,79700,623.03955078125,294.05852491931995
79.8%,79750,603.955078125,324.40200031394073
79.8%,79800,650.4134521484375,307.67251611547016
79.8%,79850,674.182373046875,291.9354094804735
79.9%,79900,676.7796630859375,316.2318216816816
80.0%,79950,647.4041748046875,317.68186059514005
80.0%,80000,682.22509765625,308.8971878427615
80.0%,80050,614.0186767578125,318.22710305542034
80.1%,80100,604.7127685546875,335.65729209109793
80.2%,80150,610.6370849609375,353.84169887455397
80.2%,80200,625.5220947265625,329.3050558198005
80.2%,80250,596.4764404296875,311.9686921234018
80.3%,80300,615.665771484375,302.2895611385562
80.3%,80350,640.5240478515625,261.2605278440884
80.4%,80400,585.5615234375,289.85112368872564
80.5%,80450,564.6583251953125,315.62061847667917
80.5%,80500,668.9103393554688,264.90806070725824
80.5%,80550,589.7814331054688,315.0119277122308
80.6%,80600,560.208251953125,320.4888463156822
80.7%,80650,576.5046997070312,324.1864769412655
80.7%,80700,603.76025390625,284.1064442040877
80.8%,80750,617.058837890625,300.5207500253635
80.8%,80800,641.28125,256.57049363482685
80.8%,80850,606.439697265625,278.3152591667312
80.9%,80900,641.283935546875,272.913260769915
81.0%,80950,576.6559448242188,317.87050088689114
81.0%,81000,596.654296875,291.0033824973673
81.0%,81050,587.9866943359375,303.60224712060284
81.1%,81100,618.6311645507812,279.805466176305
81.2%,81150,599.37939453125,292.6195116410879
81.2%,81200,609.2425537109375,303.69622014151025
81.2%,81250,607.7728271484375,291.3829406228383
81.3%,81300,620.9312744140625,274.0126319169747
81.3%,81350,587.0184326171875,267.8907443501676
81.4%,81400,585.4420776367188,276.0231483957427
81.5%,81450,591.4957275390625,281.1242949001369
81.5%,81500,603.5697021484375,295.24351274458826
81.5%,81550,559.3494873046875,309.08053564921073
81.6%,81600,638.75634765625,291.6023839000327
81.7%,81650,612.20361328125,294.25948235413466
81.7%,81700,628.3810424804688,285.0710610017944
81.8%,81750,595.6302490234375,317.623202224156
81.8%,81800,579.5360107421875,333.415323988811
81.8%,81850,611.3157958984375,299.42721369877984
81.9%,81900,590.46533203125,298.00353137615303
82.0%,81950,595.860107421875,311.2934517032514
82.0%,82000,569.5977783203125,332.8911265972933
82.0%,82050,640.1322021484375,307.5411760161761
82.1%,82100,551.4108276367188,330.18771696925364
82.2%,82150,601.7326049804688,318.6205905845172
82.2%,82200,604.9850463867188,307.7856925239305
82.2%,82250,568.8416748046875,313.32677834954154
82.3%,82300,552.000732421875,308.44159027916027
82.3%,82350,570.492431640625,321.9423951764254
82.4%,82400,651.609130859375,290.63384770986335
82.5%,82450,600.157958984375,324.28119846742896
82.5%,82500,643.745361328125,298.25989712500984
82.5%,82550,608.8573608398438,279.0079084304261
82.6%,82600,598.3109130859375,286.3332662968428
82.7%,82650,592.7007446289062,285.66103133864596
82.7%,82700,592.9246826171875,281.35233746616984
82.8%,82750,563.779541015625,312.36775116325464
82.8%,82800,588.505859375,306.16087127713024
82.8%,82850,633.0858764648438,302.07063207543314
82.9%,82900,603.0467529296875,313.0924415730105
83.0%,82950,648.4400634765625,296.02067869111914
83.0%,83000,593.4537353515625,316.69001878811434
83.0%,83050,628.748046875,303.87299181035377
83.1%,83100,630.277099609375,309.428756365604
83.2%,83150,560.3271484375,330.928471026126
83.2%,83200,596.5320434570312,308.81574808609776
83.2%,83250,565.8189697265625,335.0183923447482
83.3%,83300,614.3322143554688,280.01187753556803
83.3%,83350,624.76904296875,284.6012545957342
83.4%,83400,601.5122680664062,304.95108862535415
83.5%,83450,600.2142944335938,296.98391685937565
83.5%,83500,616.8890380859375,285.8993775282391
83.5%,83550,650.947265625,263.06800839203544
83.6%,83600,579.3648071289062,307.40947048656074
83.7%,83650,573.7567138671875,313.42611861199936
83.7%,83700,596.8714599609375,312.5804613381906
83.8%,83750,600.7328491210938,330.5719644868151
83.8%,83800,624.228271484375,313.2993739977674
83.8%,83850,645.4484252929688,293.4611746908438
83.9%,83900,607.8851318359375,331.25718022896785
84.0%,83950,636.1919555664062,303.6694586380009
84.0%,84000,630.3131103515625,316.6867929121738
84.0%,84050,650.7376708984375,311.08017674933154
84.1%,84100,699.0772094726562,281.3520384985153
84.2%,84150,607.6245727539062,343.44485677537574
84.2%,84200,632.474365234375,289.74174672415955
84.2%,84250,576.9086303710938,331.0591125716755
84.3%,84300,616.2279052734375,306.0031507543749
84.3%,84350,652.9521484375,280.63015222216535
84.4%,84400,596.9285278320312,305.5411086690236
84.5%,84450,594.7429809570312,314.97975223068073
84.5%,84500,547.4871215820312,332.5741664881703
84.5%,84550,608.155029296875,284.439163406723
84.6%,84600,585.704833984375,294.74576229853847
84.7%,84650,558.0086669921875,296.24687319057125
84.7%,84700,583.9669189453125,277.223001295878
84.8%,84750,584.834228515625,252.70259508068426
84.8%,84800,573.82958984375,282.0245297139874
84.8%,84850,572.234375,281.2348313073016
84.9%,84900,541.2822265625,303.7098783645476
85.0%,84950,571.2354125976562,283.83065744199865
85.0%,85000,560.47802734375,295.6761360478949
85.0%,85050,568.5177001953125,313.2769674947853
85.1%,85100,589.3343505859375,281.93818105567937
85.2%,85150,630.77734375,255.5571141953562
85.2%,85200,625.4974365234375,244.1782116084152
85.2%,85250,599.9428100585938,277.081648320438
85.3%,85300,582.4609985351562,304.36448349181643
85.3%,85350,593.8406982421875,286.2912634619505
85.4%,85400,599.2882080078125,291.96961310247355
85.5%,85450,597.3605346679688,287.1132248658427
85.5%,85500,588.2443237304688,282.6646541314664
85.5%,85550,555.5358276367188,319.23578935572044
85.6%,85600,603.337158203125,286.58146500788854
85.7%,85650,609.1737670898438,268.3795639954667
85.7%,85700,584.5025634765625,301.957835506884
85.8%,85750,591.8336181640625,303.0916271472065
85.8%,85800,582.8750610351562,328.2641506818331
85.8%,85850,642.09912109375,285.63952063717244
85.9%,85900,640.612060546875,298.66654949170425
86.0%,85950,610.798828125,328.343873561058
86.0%,86000,588.083251953125,322.8650536618191
86.0%,86050,606.1580200195312,307.9459742932918
86.1%,86100,631.9371337890625,288.3533080262859
86.2%,86150,575.7155151367188,316.164219478509
86.2%,86200,639.3120727539062,280.1924140878257
86.2%,86250,549.121826171875,346.09954240324845
86.3%,86300,552.5401000976562,307.4733424808118
86.3%,86350,609.3092041015625,275.4876223355621
86.4%,86400,581.6116943359375,289.1725636436238
86.5%,86450,570.1112060546875,321.24239739256745
86.5%,86500,605.0750732421875,279.64578637069724
86.5%,86550,577.3192138671875,297.9356826484458
86.6%,86600,587.541748046875,296.7385096160049
86.7%,86650,583.0104370117188,284.1502737655395
86.7%,86700,582.2193603515625,285.69935050808556
86.8%,86750,619.7118530273438,283.27654780732144
86.8%,86800,605.1900634765625,301.9680335441272
86.8%,86850,579.9947509765625,300.4447304774278
86.9%,86900,593.4891967773438,289.44643190469367
87.0%,86950,617.9888916015625,283.1208601488707
87.0%,87000,566.18505859375,309.3603445230964
87.0%,87050,584.36865234375,279.10241734913063
87.1%,87100,556.8607788085938,298.9854308434823
87.2%,87150,634.2846069335938,272.83287006566945
87.2%,87200,571.513916015625,295.67071045790635
87.2%,87250,572.3283081054688,283.79185727415273
87.3%,87300,556.4439086914062,299.748051071717
87.3%,87350,599.557373046875,284.07898497959235
87.4%,87400,581.55517578125,306.1718665890108
87.5%,87450,589.414306640625,302.13435091411844
87.5%,87500,607.310302734375,293.4365486882972
87.5%,87550,588.332763671875,318.55608814470327
87.6%,87600,613.52783203125,300.49297374188404
87.7%,87650,613.724365234375,297.3812583937203
87.7%,87700,589.6546630859375,313.06250479781085
87.8%,87750,613.97900390625,263.51714237578386
87.8%,87800,608.0323486328125,288.54898852418097
87.8%,87850,592.1657104492188,329.37709772084577
87.9%,87900,635.0972900390625,301.11573825455184
88.0%,87950,600.9984741210938,317.42795556746387
88.0%,88000,627.2325439453125,321.1725380656789
88.0%,88050,659.50390625,318.18663137647457
88.1%,88100,654.815673828125,343.0775160966346
88.2%,88150,653.2820434570312,343.41400573396334
88.2%,88200,669.4920654296875,317.99763271718143
88.2%,88250,658.9656982421875,332.6748344777952
88.3%,88300,651.1923217773438,326.0475184564197
88.3%,88350,661.8271484375,320.3640777168156
88.4%,88400,663.515625,290.7319933618421
88.5%,88450,661.6082763671875,299.58784167034077
